id,name,links,ingredients,recipe
190,Coconut Cookies,https://youtu.be/1zBWRVxrKNg,"For cookie:cup 110 grams butter, softened, cup 110 grams sugar,1 cup 160 grams wheat flour / atta,1 tsp baking powder,1 tsp baking soda,1 tsp salt,1 cup desiccated coconut,3 tbsp milk,1 tsp vanilla extract,For baking in cooker:1 cup salt / sand","1)Firstly, in a large mixing bowl take 1  cup butter and 1  cup sugar.
2)Beat for 2 minutes or until the mixture turns creamy.now sieve 1 cup wheat flour, 1  tsp baking powder, 1  tsp baking soda and 1  tsp salt.
3)Add 1 cup desiccated coconut.beat and combine the flour with butter mixture.
4)Furthermore, add 3 tbsp milk and 1 tsp vanilla extract.continue to beat and mix until the mixture is combined well.
5)Cookie dough is ready, cover and refrigerate for 30 minutes.pinch a ball sized dough and flatten slightly.
6)Place the cookie dough over the plate giving good space in between.
7)Now cover and cook on medium flame for 15 minutes. 
8)You can alternatively, preheat and bake at 180  degree  celsius for 15 minutes.
9)Finally, store the coconut cookies in an airtight container and enjoy for a week."
191,Oat Cookies,https://youtu.be/iloiwHDhQ7Q,"1 cup (110 gm) butter ( softened),1 cup (60 gm) brown sugar,1 (100 gm) banana (sliced),1.5 cup (170 gm) rolled oats,1 cup (110 gm) maida / plain flour,1 tsp baking soda,1 tsp cinnamon powder,1 tsp salt,1 tsp vanilla extract,1 cup (80 gm) raisins / kishmish,2 cup (50gm) choc bits","1)Firstly, in a large mixing bowl take 1  cup butter.
2)Add 1  cup brown sugar and beat well. 
3)You can alternatively use white sugar in place of brown sugar.
4)Further, add 1 banana and beat again.now add 1.5 cup rolled oats and ? cup maida.
5)Also add 1  tsp baking soda, 1  tsp cinnamon powder, 1  tsp salt and 1 tsp vanilla extract.
6)Mix well making sure the ingredients are combined well.furthermore, add 1  cup raisins and 1  choc chips. 
7)Mix wellpinch a ball sized dough and roll evenly.
8)Place the cookie ball a baking tray lined with baking paper and flatten slightly.
9)Preheat and bake at 190  degree  celsius for 10 minutes. 
10)Alternatively to bake cookie in cooker refer my peanut butter cookie.
11)The cookie will be soft initially. cool completely and the oatmeal cookie turns crisp and crunchy.
12)Finally, store the oat cookies in an airtight container and enjoy for a week."
192,Butter Cookies,https://youtu.be/iKXd87s5Ih4,"225 grams butter (unsalted),1 cup (75 grams) powdered sugar / icing sugar,1 cup (250 grams) maida / plain flour / all purpose flour,pinch salt","1)Firstly, in a large bowl take 225 grams of softened butter.whisk/beat smooth for a minute.
2)Now add 1  cup powdered sugar and continue to beat.beat until the mixture turns smooth and whitish.
3)Further sieve 11  cup maida and pinch salt.mix with the help of laddle without kneading too much.
4)Get the mixture together without applying much pressure.
5)Now pinch a small ball sized cookie dough and smoothen.
6)Press gently using a fork to make a design.place it over a baking tray lined with baking sheet.
7)Furthermore, bake in preheated oven at 180  degree  celcius for 10 minutes.
8)Finally, store the butter cookies in an airtight container and enjoy for a week."
193,Cookies,,,
194,Garlic Prawns,https://youtu.be/fEzDJ8Md0yc,"1 tbsp,Oil,1 cup Salted butter,25 medium sized raw Prawns, peeled with tail on,cup Garlic cloves, crushed,cup Green garlic, chopped,Salt, as required,Freshly ground black pepper, as required,Chilli flakes, as required,cup parsley, chopped,2 tbsp,Lemon juice,1 tsp,Corn starch,2-3 tbsp,Water","1)Heat oil in a pan and add prawns to it.
2)Toss this well and add salt. Keep the flame on high.
3)Add garlic, butter, parsley and toss again.
4)Add water, chilli flakes, black pepper, corn flour slurry, lemon juice and mix well."
195,Prawns Masala,https://youtu.be/WqpISaltoM8,"Prawns 1 kg (cleaned and deveined),Freshly prepared ginger garlic chilly paste 2 tbsp,Salt to taste,Lemon juice 1 tsp,red chilly powder 1 tsp,turmeric powder 1/4th tsp,tamarind pulp 1/4th cup,oil 3 tbsp,garlic cloves 8-10 (with skin),onions 3-4 medium size (chopped),red chilly powder 3 tbsp,coriander powder 1 tbsp,garam masala 2 tsp,fresh coriander 1 tbsp","1)In a mixing bowl add the cleaned and deveined prawns, add freshly prepared ginger garlic chilly paste, salt to taste, lemon juice, red chilly powder, turmeric )owder and tamarind pulp. 
2)Mix well all the ingredients with the prawns and marinate it for 15-20 minutes.
3)Heat oil on a tawa or pan, add garlic cloves and fry for a minute. 
4)Add the chopped onions and cook until their translucent. 
5)Add the remaining add freshly prepared ginger garlic chilly paste, mix well. 
6)Cook until golden brown. Add the red chilly powder, coriander powder, garam masala, and mix well and cook for a minute. 
7)You can also use malwani/agri masala instead of garam masala.
8)Add the marinated prawns, and give it a nice mix.
9) Cook on medium high flame until the oil is released.
10)Add the freshly chopped coriander leaves, and mix well.
11)Your prawns masala is ready to served, serve hot with roti or bhakri."
196,Prawns Chilli,https://youtu.be/BzLQ58FTmbk,"2 tbsp Cornflour,2 tbsp All Purpose Flour,1 tsp Garlic Paste,1 tsp Ginger Paste ,1 tbsp Dark Soy Sauce,1/4 tsp Black pepper Powder,1 Egg,300 gms Prawns,Oil,Ingredients For Slurry:1 tbsp Cornflour,1 tbsp Water","1)Take cornflour in a bowl and add all purpose flour, garlic paste, ginger paste, dark soy sauce, black pepper powder to it    
 2) Now crack an egg to the mix, and whisk it without leaving any lumps 
3)Add deveined prawns to the bowl, and mix it nicely
 4) Now add these prawns to the hot oil, in a pan, and let it fry on each side 
5)Once fried, take it out on a plate and keep it aside  
 6) Take cornflour in a small bowl; add water to it and mix it  
 7) Now, take oil in a pan and add minced garlic, minced ginger to it 
8)Mix it till the raw smell goes away 
9) Add sliced spring onions to the pan, along with slit green chillies
10) Now, turn the flame to medium and add chopped capsicum, black pepper powder, dark soy sauce, chilli sauce to it and mix it
11) Add water to the pan and mix it, and then, add the slurry, fried prawns to the pan
 12) Mix it together and coat the prawns with the sauce 
13)Add salt, vinegar to the pan; mix it again and serve it. "
197,Crispy Prawns ,https://youtu.be/7zBa-zJUClM,"1 pound clean prawns in vinegar,leaving tails behind,1 tbsp minced garlic,1 tbsp lime juice,1/2 tsp salt,1/2 tsp ginger garlic paste,1 tsp chilli powder,1/4 tsp turmeric powder,2 tbsp corn flour,1/4 tsp pepper powder,pinch of salt,beat 1 egg in a bowl,add bread crumbs in a bowl,1 tbsp vinegar,1 tbsp soy sauce,pinch of salt,add chillies","1)Mix first three steps ingredients well and keep aside for 1 hour.
2)Now, strain the prawns.take a dry bowl and add the prawns.
3)Mix the next three step ingredients well and keep aside for 20-30 minutes coating.
4)Take 1 tbsp all purpose flour.
5)Mix the next 3 ingredients well and keep aside.
6)Dip the marinated prawns in the flour.
7)Dip in the egg.coat well with bread crumbs frying.
8)Take required oil to deep fry.
9)When the oil is medium hot, place prawns gently.when golden brown, scoop out.
10)Serve with sauce"
198,Prawns ,,,
199,Mint,,,
200,Cabbage,,,
201,Broccoli,,,
202,Broccoli Tandoori,https://youtu.be/RLWEc_oPBsU,"Broccoli florets 2 cups,Water for blanching,Mustard oil 1 tbsp,Red chilli powder 1 tbsp,Coriander powder 1 tbsp,Turmeric powder 1/4th tsp,Black salt 1 tsp,Amchur powder 1 tsp,Jeera powder 1 tsp,Garam masala 1 tsp,Ginger garlic paste,Thick curd ½ cup,Salt to taste","1)Heat butter in a wok, add jeera and sauté for few seconds, add onions, ginger, garlic and kashmiri red chillies, cashew nuts, tomatoes and sauté for a minute, add salt, red chilli powder, coriander powder and garam masala, sauté for a minute. 
2)Add water, cover and cook for 6-7 minutes. 
3)Cool down to room temperature and grind well.
4)Heat oil and butter in a wok, add ginger and the gravy cook for a minute and add the tandoori broccoli, add salt and ½ tsp garam masala, kasuri methi, honey and fresh cream, cook for 2 minutes, add freshly chopped coriander.
5)Place a live charcoal in the centre and add few drops of ghee, cover and smoke for 5-6 minutes.
6)Serve hot with roti or paratha of your choice."
203,Broccoli Fry,https://youtu.be/DDjL1BRf7YM,"Broccoli-150 gm (washed),Gram flour-2 tbsp,Rice flour-1 tbsp,Cumin seeds-1/3 tsp,Turmeric powder-1/3 tsp,Red chilli powder-1/3 tsp,Cumin powder-1/3 tsp,Coriander powder-1/3 tsp,Dry mango powder-1 tsp,Cooking oil-2 tbsp,Salt to taste","In a bowl: 
1)Add gram flour, rice flour, cumin powder, coriander powered, turmeric powder, red chilli powder, dry mango powder and salt.
2)Mix it properly and keep it aside.Heat a pan, add oil and let it heat properly.
3)Add cumin seeds and fry it for few seconds on medium flame.Add broccoli and fry it for 2-3 minutes on low-medium flame, keep stirring.
4)Add prepared masala mixture to the fried broccoli, keep stirring.
5)Fry it for 3-4 minutes on low-medium flame (do not cover the pan).
6)Once the masala coated broccoli turned golden brown, turn off the flame.
7)Ready to serve."
204,Broccoli Roasted,https://youtu.be/dD-NPrBauck,"2lbs/900g broccoli cut up,2 lemons,1 garlic head,olive oil,honey as needed,1/4 cup parsley optional","1)Heat oven to 425 degrees Fahrenheit or 220 degrees Celsius. 
2)Cut lemons in half. Cut off garlic head to expose all cloves.
3)Put a tablespoon of olive oil in a baking dish. 
4)Place cut lemons in dish and rub all over with olive oil. 
5)Sprinkle with salt. 
6)Roast in heated oven for 45 minutes. "
205,Coriander,,,
206,Peas,,,
207,Peas Katchori,https://youtu.be/ec3-VQSt-O0,"1 cup maida / plain flour / all-purpose flour,1 tsp semolina / rava / sooji,salt to taste,3 tbsp oil / ghee,water to knead to dough,oil for deep frying,For kachori stuffing:1 cup peas / matar (fresh / frozen),2 tsp oil,1 inch ginger / adrak,1 green chilli,½ tsp cumin seeds / jeera,¼ tsp turmeric / haldi,salt to taste,½ tsp kashmiri red chili powder / lal mirch powder,½ tsp coriander powder / daniya powder,pinch ofhing / asafoetida,¼ tsp garam masala powder,¼ tsp aamchur powder / dry mango powde,2 tbsp coriander leaves (finely chopped),¼ tsp fennel / saunf (crushed)","1)Firstly, in a small blender take peas, ginger and chilli.
2)Blend to coarse paste without. keep aside.further, in a large kadai heat oil.
3)Add in cumin seeds and saute till they turn aromatic.
4)Also add in spices and saute.
5)Further add blended peas and saute.
6)Also add salt and coriander leaves. 
7)Mix and keep aside.
Kachori dough recipe:
1)Firstly, in a large mixing bowl add maida, rava and oil and salt.
2)Crumble the flour well with oil.in addition, add water and knead to form a dough. 
3)Rest for 15 mins.now pinch a ball sized ball and flatten it.
4)Scoop prepared matar stuffing.get the edges together and form a bundle.
5)Deep fry kachoris to golden brown.finally, serve matar kachori."
208,Peas Puloa,https://youtu.be/x4n6QC3pZlc,"1 tbsp ghee / clarified butter,1 tsp cumin seeds / jeera,5 cloves / lavang,1 bay leaf / tej patta,1 star anise / chakr phool,1 inch cinnamon stick / dalchini,10 black pepper / kali mirch,3 cardamom / elachi,1 medium sized onion (thinly sliced),1 small green chili (slit lenthwise),1 tsp ginger garlic paste,1 cup peas / matar (fresh / frozen),1 cup basmati rice (soaked 30 minutes),1.5 cups water,salt to taste","1)Firstly, in a cooker heat ghee and add cumin seeds.
2)Further add cloves, bay leaf, star anise, cinnamon stick, black pepper and cardamom. 
3)Saute till they turn aromatic.furthermore, saute onions till they turn translucent.
4)Also saute green chili and ginger-garlic paste.
5)Additionally add green peas and saute well. 
6)Either add fresh or frozen peas.further add basmati rice soaked for atleast 30 minutes and saute gently.
7)Now add 1.5 cups of water. always add 1.5 cups of water to 1 cup of basmati rice.
8)Additionally add salt to taste and mix well.pressure cook for 2 whistles on medium flame.
9)Once the pressure releases from the cooker, gently fluff.
10)Finally, serve peas pulao or mattar pulao with raita or with paneer curries."
209,Peas Curry,https://youtu.be/AXOAA1oDqM4,"3 tsp oil,1 tsp cumin / jeera,½ tsp cinnamon,3 pods cardamom,3 cloves,1 bay leaf / tej patta,1 tsp dry fenugreek leaves / kasuri methi,pinch of hing / asafoetida,1 onion (finely chopped),2 green chilli (slit),1 tsp ginger garlic paste,1 cup tomato (finely chopped),½ tsp turmeric / haldi,1 tsp kashmiri red chilli powder / lal mirch powder,1 tsp coriander powder,3 cup water
","1)Firstly, in a pressure cooker take 3 tsp oil and saute spices.
2)Now saute 1 onion, 2 green chilli and 1 tsp ginger garlic paste.also, saute 1 cup tomato until it turns soft and mushy.
3)Furthermore, add spices and 1 tsp salt.saute on low flame, till the oil releases from tomato.
4)Now add 1 cup black chana or kala chana soaked overnight. 
5)Saute for a minute.add 3 cups of water and mix well.
6)Cover and pressure cook for 8 whistles or till chana get cooked completely.
7)Now add ½ tsp garam masala, 2 tbsp coriander and mix well.
8)Finally, serve kala chana curry with rice or roti."
210,Coriander Chutney,https://youtu.be/niDJJaDZqM4,"1 ½ Cup Coriander Leaves,½ Cup Mint Leaves,2 Green Chillies,1 Inch Ginger,1 tbs Peanuts,½ tsp Chat Masala,½ tsp Cumin Seed Powder,1 tsp Sugar,Salt,Lime Juice,Water","1)In a mixer, add coriander leaves, mint leaves, green chillies, ginger, peanuts, chat masala, cumin seed powder and sugar.
2)In order to maintain the color of the green chutney, add salt and lime juice in the end.Grind everything well.
3)Add water that's enough to grind.
4)Coriander Mint Chutney is ready!"
211,Coriander Rice,https://youtu.be/-av3TVegwU0,"Cooked Rice (as per requirement),1 tbsp ghee or clarified butter,1 tsp cumin seeds,2 pieces of cardamom,2 pieces of cloves,Few pieces of cinnamon sticks,1 small piece of star anise,1 large onion, chopped finely,1 capsicum, chopped finely,Half a cup of french beans,1 carrot, chopped into half-inch pieces,1/2 a cup of green peas","1)Heat oil and ghee in a pan and add cumin seeds, cardamom cloves, cinnamon sticks, and star anise. 
2)Cook till cumin seeds turn slightly brown and onions and saute them for a minute. 
3)Then add capsicum, french beans, carrot, and green peas to it and let it cook. 
4)Add 2-3 tbsp. water and salt and cover the pan with a lid and let the vegetables cook for 2-3 minutes. 
5)Once done, add the coriander paste to the cooked vegetables and cook it for 2 minutes. X
6)Then add coriander powder, cumin powder, and rice. 
7)Mix it nicely and add salt to taste, coriander leaves, 1 tbsp water, and toss it lightly with 2 spoons. 
8)Cover with a lid and let it simmer for a minute. "
212,Coriander Podi,https://youtu.be/eYH-SzfRrI8,"Coriander Leaves -1 big bunch,Bengal gram/kadalai paruppu -1/4 cup,Urad dal -1/4 cup,Red Chillies -8-10,Asafoetida – a pinch,Oil-1/2 tsp,Salt to taste","1)Wash coriander leaves well and drain the water completely. 
2)Chop it finely along with the stem.You can use the tender stem also for this recipe. 
3)Spread it on a cloth and dry the coriander leaves in the shade for 6-7 hours. 
4)After drying, I got 2 cups of coriander leaves. 
5)The color of the leaves will remain green even after drying for 6-7 hours in the shade."
213,Coriander Soup,https://youtu.be/pjUUH7WVQW0,"2 tsp oil,2 clove garlic (finely chopped),1 inch ginger (finely chopped),1 onion (finely chopped),2 tbsp coriander stem (finely chopped),1 carrot (finely chopped),2 tbsp cabbage (shredded),2 tbsp beans (finely chopped),2 tbsp sweet corn,3 cup water,1 tsp salt","1)Firstly, in a large kadai heat 2 tsp oil and saute 2 clove garlic, 1 inch ginger.
2)Also, saute ½ onion and 2 tbsp coriander stem for a minute.
3)Now add ½ carrot, 2 tbsp cabbage, 2 tbsp beans, 2 tbsp sweet corn.Saute for a minute without overcooking.
4)Further, add 3 cup water, ½ tsp salt and ½ tsp pepper powder.
5)Mix well and boil for 5 minutes.
6)Prepare the cornflour slurry by mixing 1 tbsp cornflour and ¼ cup water.
7)Mix well making sure there are no lumps."
